ProductID,ProductName,Category,ListPrice
4408,figure when,Books,161
5790,senior war,Clothing,234
8084,exist reach,Beauty,186
8728,young production,Home Appliances,485
5795,young minute,Electronics,450
2584,eight reality,Home Appliances,68
5721,five score,Clothing,381
6345,ok write,Books,195
4961,reason front,Electronics,83
6198,hour support,Books,128
6442,heart agent,Electronics,357
1544,now happy,Electronics,459
6654,remember rise,Electronics,206
2366,court instead,Home Appliances,476
8255,up such,Clothing,237
3530,state range,Home Appliances,250
9815,late stay,Beauty,401
5187,pretty process,Clothing,118
9665,skin eye,Books,199
6979,morning me,Beauty,487
9998,new week,Electronics,489
7837,culture record,Beauty,437
7871,understand color,Electronics,354
6381,remember individual,Electronics,127
3190,project those,Home Appliances,222
6368,change woman,Books,384
1399,individual forward,Beauty,221
8141,himself major,Clothing,436
8560,blood character,Beauty,233
8482,like cause,Clothing,375
2828,a reflect,Home Appliances,361
7603,lose policy,Electronics,247
7226,do lot,Books,234
5119,lawyer close,Home Appliances,236
9640,modern foreign,Books,216
8717,national benefit,Clothing,132
3260,pull whose,Home Appliances,408
9277,up other,Home Appliances,201
8294,step meet,Electronics,346
3387,hard money,Electronics,188
5416,it whether,Books,248
5725,bank big,Home Appliances,442
2811,personal listen,Home Appliances,115
7405,member when,Electronics,256
3165,kitchen section,Beauty,265
7894,marriage form,Electronics,168
8900,soon model,Electronics,455
5697,think writer,Home Appliances,238
4673,society skin,Books,436
4152,south security,Beauty,211
5265,hundred modern,Electronics,165
9765,board there,Electronics,56
3296,share include,Books,461
5336,near business,Books,441
5849,law man,Clothing,292
5245,second anyone,Clothing,375
5589,upon value,Clothing,306
2859,nothing student,Clothing,423
2998,impact network,Books,65
2338,adult citizen,Books,119
6099,nothing effect,Books,195
8604,child south,Clothing,463
2692,tax free,Beauty,116
1148,such set,Home Appliances,467
2590,while concern,Books,434
2239,thought run,Electronics,283
3623,rather audience,Beauty,204
4860,pressure artist,Electronics,300
1660,put my,Home Appliances,345
8898,study fund,Clothing,400
4804,month hair,Electronics,481
3052,probably exist,Electronics,87
2933,recently medical,Electronics,224
5354,executive half,Home Appliances,373
7736,store down,Clothing,192
5638,interview wear,Books,217
5283,beat provide,Clothing,237
4603,central speak,Clothing,480
2810,draw thank,Beauty,431
8916,cost doctor,Beauty,399
7369,idea Republican,Books,290
3098,machine green,Books,111
5932,trade give,Books,352
4697,remain specific,Clothing,463
4480,window picture,Books,253
1376,instead it,Clothing,473
5100,present myself,Books,249
3783,shake walk,Books,65
9700,of believe,Home Appliances,444
6865,energy herself,Books,128
6345,paper seem,Books,317
3200,father still,Clothing,360
4909,quickly score,Books,394
8646,food be,Books,444
1034,situation cause,Beauty,158
2239,through different,Electronics,441
9936,could have,Clothing,417
6304,until agreement,Electronics,63
5478,view gun,Clothing,94
7280,despite bring,Electronics,415
5523,detail tonight,Books,54
5518,behavior happen,Clothing,177
3135,house hundred,Home Appliances,316
6177,right wind,Books,342
9350,many to,Electronics,244
1221,near husband,Clothing,75
7265,receive amount,Clothing,164
6799,so song,Beauty,249
9099,everyone baby,Books,250
1997,indicate moment,Books,154
3008,mother eight,Books,180
5175,senior message,Books,373
8869,station one,Electronics,293
5426,some statement,Electronics,415
6354,style mean,Electronics,430
6219,water dream,Electronics,246
6230,soldier value,Home Appliances,406
2918,similar end,Home Appliances,497
1317,at back,Beauty,74
8749,set pull,Beauty,116
3781,score direction,Home Appliances,75
1222,local stop,Home Appliances,334
1343,family fear,Books,250
9546,country case,Home Appliances,192
7277,likely size,Beauty,228
1478,official form,Clothing,387
5606,yeah program,Clothing,482
4783,sit purpose,Books,392
7277,understand table,Home Appliances,348
6000,moment she,Books,88
4021,suggest fact,Beauty,69
1264,fast finish,Books,454
1129,save hope,Electronics,324
8455,outside customer,Beauty,176
7548,tell recognize,Electronics,343
2456,him off,Books,333
5141,most majority,Books,313
6670,produce support,Beauty,295
4767,yeah son,Home Appliances,153
8160,movement class,Beauty,98
5353,training central,Electronics,366
6230,window maintain,Electronics,355
7672,reach yourself,Electronics,169
8468,beyond picture,Home Appliances,145
8216,seem month,Books,431
8265,listen investment,Home Appliances,120
5207,such wall,Clothing,296
8348,professional end,Electronics,290
4490,feeling time,Books,377
7842,past western,Home Appliances,318
2801,practice until,Clothing,156
9720,whatever suffer,Beauty,302
6141,plant tend,Electronics,431
8494,front major,Beauty,393
4849,personal big,Beauty,421
2424,among challenge,Beauty,448
3840,family young,Electronics,434
8990,he box,Books,184
7300,boy then,Beauty,479
6642,money white,Books,54
5449,out minute,Electronics,481
6447,scientist result,Home Appliances,380
2176,though edge,Home Appliances,282
7702,source require,Home Appliances,142
2876,order now,Electronics,198
6114,success close,Clothing,134
7401,off race,Beauty,493
6487,cause fly,Home Appliances,281
4363,issue prepare,Home Appliances,224
9313,let shoulder,Beauty,371
7435,author positive,Home Appliances,216
2432,individual much,Beauty,215
1764,possible nothing,Home Appliances,276
9321,whose eat,Electronics,240
8464,once speech,Home Appliances,152
3997,local investment,Clothing,449
1660,lay plan,Clothing,197
7937,card include,Books,87
8318,anyone along,Clothing,63
2149,three peace,Electronics,260
9264,discussion another,Beauty,252
6594,purpose nature,Beauty,432
9478,bring race,Books,302
9944,leg before,Clothing,78
4709,middle lead,Beauty,321
3744,sport teach,Electronics,410
5512,power control,Electronics,354
6057,TV degree,Books,400
5604,live husband,Books,73
9557,total effect,Books,340
2540,but understand,Books,221
7546,green despite,Beauty,473
8058,song order,Electronics,180
9900,size of,Clothing,177
1883,part mention,Books,59
6554,bring feeling,Home Appliances,223
4905,scientist less,Electronics,306
8584,nothing event,Home Appliances,92
8956,during every,Home Appliances,115
9316,four decide,Electronics,301
6135,hotel PM,Home Appliances,297
2815,book leave,Home Appliances,482
1006,citizen staff,Clothing,293
8463,piece work,Beauty,340
4578,lot can,Electronics,395
3637,what consumer,Clothing,319
4441,director executive,Books,221
8367,owner miss,Home Appliances,248
5623,machine best,Books,94
1311,especially floor,Books,91
1548,amount war,Electronics,442
2162,four lay,Beauty,121
3823,old expert,Home Appliances,195
1155,drug someone,Home Appliances,375
9223,again memory,Beauty,120
1626,without sort,Clothing,435
8229,about building,Electronics,113
5685,nice office,Beauty,176
6049,yet whose,Clothing,482
1593,boy near,Beauty,438
3372,author make,Electronics,493
4606,beyond life,Books,257
7641,notice theory,Beauty,180
6987,law back,Books,96
6663,statement shoulder,Clothing,90
7016,own close,Home Appliances,282
8032,owner pick,Home Appliances,189
9082,thought western,Beauty,192
8550,wonder carry,Electronics,82
7307,wish main,Clothing,222
4062,listen bill,Home Appliances,320
5143,particular appear,Books,188
2290,prove forward,Home Appliances,346
3068,policy language,Clothing,361
7781,alone plant,Home Appliances,172
4827,food later,Electronics,239
1502,discover center,Clothing,154
9854,appear service,Electronics,147
4138,remember wrong,Clothing,318
4983,manage music,Home Appliances,126
2548,enough lawyer,Clothing,271
9649,arm result,Electronics,393
8355,few democratic,Books,192
6236,method professor,Books,252
4016,stuff apply,Electronics,491
7208,agency deal,Beauty,157
6922,action up,Beauty,107
1994,individual test,Electronics,88
9843,site size,Electronics,176
5019,to forward,Home Appliances,336
1568,customer international,Home Appliances,156
9627,enjoy course,Beauty,198
8444,its inside,Clothing,340
5822,western stock,Books,442
3256,people agency,Books,249
3938,blue fear,Books,481
5560,always where,Electronics,384
7095,meet individual,Clothing,151
3489,cover research,Electronics,437
2167,medical price,Beauty,480
8207,meeting enough,Home Appliances,105
4563,particular take,Home Appliances,79
1285,since speech,Beauty,364
4112,service see,Books,304
9543,more dog,Beauty,127
7486,create side,Electronics,127
5843,fish list,Home Appliances,308
5122,matter exactly,Electronics,343
6494,rise heart,Clothing,419
3665,around economy,Home Appliances,96
6448,woman authority,Electronics,355
4353,food hour,Books,59
1596,since now,Home Appliances,322
7769,simple break,Home Appliances,85
1910,government I,Clothing,485
3132,under onto,Home Appliances,257
4712,evening administration,Books,452
5081,past successful,Clothing,358
3930,soldier plan,Electronics,462
6706,range suffer,Clothing,64
4805,weight though,Home Appliances,260
7593,agree rich,Electronics,147
8721,property green,Electronics,53
9271,fight property,Books,360
5710,west stay,Clothing,263
8101,with throughout,Clothing,217
4654,current act,Clothing,334
8987,action finally,Clothing,143
3156,take image,Books,323
5364,score Mrs,Electronics,160
8825,future better,Home Appliances,276
1411,community near,Clothing,289
4236,wait subject,Home Appliances,308
9411,day product,Beauty,100
6816,language almost,Clothing,67
8163,head sure,Beauty,223
4352,sea hit,Electronics,117
8186,write building,Electronics,405
2522,beat indicate,Electronics,428
4854,question political,Beauty,493
8054,piece clear,Electronics,129
6998,notice include,Books,97
9723,deal fire,Books,346
7572,section course,Home Appliances,308
7293,authority skin,Beauty,286
5874,record anyone,Beauty,190
3958,member only,Electronics,493
6591,general research,Electronics,226
2237,know nor,Home Appliances,77
6144,adult risk,Home Appliances,359
8461,get power,Beauty,313
4560,former believe,Books,280
7375,spend sign,Books,280
8892,forward into,Electronics,378
8490,draw stage,Electronics,70
5511,ever quite,Books,58
3721,truth under,Clothing,65
4953,plan just,Clothing,168
1780,long million,Books,287
4881,nor month,Beauty,488
1097,none toward,Home Appliances,358
2984,decide without,Clothing,77
8189,charge minute,Clothing,367
1326,meet ever,Home Appliances,485
3616,manage at,Clothing,303
4211,grow authority,Books,450
1651,sort paper,Books,329
2802,example four,Home Appliances,186
4433,unit or,Beauty,344
9036,individual offer,Home Appliances,285
5851,role star,Beauty,321
2899,strong despite,Beauty,350
8123,leader window,Electronics,342
8036,suggest upon,Books,417
8148,social dream,Home Appliances,139
6535,method smile,Beauty,126
3539,today tree,Home Appliances,98
4336,enjoy heart,Home Appliances,334
3898,return attack,Books,205
1691,much bring,Electronics,327
2055,tax do,Beauty,90
8338,foreign fire,Clothing,218
8024,state story,Books,229
6423,around school,Clothing,76
6717,range thing,Electronics,338
9944,dream good,Clothing,99
7663,many memory,Home Appliances,283
7810,act better,Electronics,224
5407,wish go,Books,313
2070,purpose or,Clothing,282
7161,cost stay,Beauty,436
1211,painting wonder,Home Appliances,134
8451,major beat,Clothing,113
6918,north song,Electronics,262
7311,discussion protect,Beauty,148
5232,management and,Electronics,444
1926,off all,Home Appliances,238
7591,couple direction,Electronics,127
1203,believe alone,Electronics,385
2345,fear section,Electronics,303
3660,news magazine,Clothing,374
5295,community nor,Electronics,81
2221,check simple,Home Appliances,479
2553,about lose,Beauty,496
4269,size everything,Clothing,266
4894,decade support,Beauty,354
3305,together system,Electronics,106
4359,sell ball,Clothing,222
8396,by yourself,Clothing,203
8100,choice scene,Clothing,61
7889,hold maybe,Electronics,88
1778,special already,Electronics,432
4635,may fight,Books,266
6255,once ahead,Books,291
5493,tend attention,Electronics,483
7140,until chance,Home Appliances,385
9597,garden cause,Home Appliances,106
9636,direction international,Clothing,263
2980,lawyer cause,Home Appliances,305
7071,spring doctor,Home Appliances,494
7053,talk quite,Clothing,320
5586,far civil,Books,409
5585,even reality,Beauty,322
7440,general friend,Clothing,221
3733,who radio,Clothing,493
5271,method whose,Home Appliances,134
7522,who in,Books,415
8435,somebody street,Home Appliances,209
4934,other above,Clothing,241
1979,question challenge,Electronics,257
4887,expect consumer,Beauty,496
5936,your matter,Beauty,468
6667,daughter past,Electronics,483
8288,chance occur,Home Appliances,62
9099,hundred own,Books,290
4772,since speech,Electronics,441
6126,local minute,Electronics,452
7881,able full,Home Appliances,181
3839,share maintain,Home Appliances,259
5050,effort house,Books,347
3121,everything term,Books,422
9796,husband talk,Home Appliances,260
6435,case wish,Books,473
3044,whatever effect,Books,249
7120,military detail,Home Appliances,398
8902,support yourself,Books,439
5172,serious lot,Clothing,244
2937,current half,Beauty,356
5279,commercial finish,Clothing,249
9866,recently response,Clothing,302
8746,hit interesting,Home Appliances,464
3064,usually budget,Clothing,281
6896,fine its,Clothing,417
7293,paper hour,Books,388
8054,section evidence,Home Appliances,241
4614,rich town,Electronics,56
8115,truth final,Beauty,247
3212,lawyer account,Beauty,227
5224,space institution,Home Appliances,132
6400,wonder left,Books,256
3849,probably assume,Books,111
7566,various technology,Books,197
8762,popular magazine,Beauty,312
3774,wait only,Beauty,386
5896,action piece,Clothing,250
9390,bad final,Beauty,201
4110,once suddenly,Beauty,294
8899,television just,Clothing,92
3384,imagine practice,Home Appliances,218
8070,so mother,Home Appliances,134
6949,book result,Electronics,218
7779,until military,Electronics,138
9628,international mention,Beauty,53
8144,attorney church,Beauty,384
8304,ask something,Clothing,380
8789,why affect,Home Appliances,167
6226,few positive,Clothing,71
6340,dinner none,Beauty,324
2354,fill seat,Books,222
8389,dream new,Beauty,441
2894,drug last,Home Appliances,356
6482,material financial,Clothing,150
6829,above young,Clothing,491
3018,continue may,Electronics,60
3579,your voice,Beauty,154
1933,side leg,Books,478
3406,role his,Books,370
2136,cut lose,Electronics,206
1357,defense source,Books,281
3624,product chair,Beauty,414
2916,trouble summer,Books,140
3774,step meeting,Home Appliances,99
3495,them last,Clothing,92
2715,design there,Electronics,329
7183,draw site,Electronics,206
9412,price interest,Electronics,183
3397,free pretty,Electronics,409
9128,person control,Beauty,340
5054,story statement,Clothing,108
4975,hand along,Books,64
6026,discuss media,Beauty,430
7404,over article,Home Appliances,127
8891,moment most,Electronics,259
7870,dog over,Books,55
8897,nation exactly,Electronics,123
8242,turn chair,Clothing,164
1719,fear public,Clothing,128
8570,design role,Books,344
6713,individual short,Clothing,237
2912,goal phone,Clothing,269
8813,spring size,Electronics,403
6688,magazine soldier,Electronics,68
4242,magazine politics,Clothing,106
5963,identify team,Clothing,470
9503,upon general,Books,86
3835,risk enjoy,Clothing,482
7387,small speech,Books,123
9298,send approach,Books,244
7396,loss focus,Clothing,279
9008,choose stuff,Beauty,324
3767,level girl,Home Appliances,244
2120,whole pick,Books,384
9777,TV card,Home Appliances,467
7623,claim myself,Electronics,73
2870,hot southern,Home Appliances,489
3565,language reflect,Beauty,439
4035,staff agreement,Beauty,241
1881,five career,Home Appliances,379
5003,cover door,Electronics,110
7051,right section,Clothing,168
7267,they himself,Electronics,181
5589,far reach,Electronics,261
3880,address every,Clothing,91
6570,collection build,Home Appliances,104
1818,amount bill,Books,372
6815,spring myself,Clothing,148
6125,not responsibility,Clothing,456
8990,mother feeling,Books,181
1740,begin heavy,Beauty,149
5430,improve receive,Home Appliances,275
1196,writer art,Books,236
1642,believe art,Beauty,120
2494,last edge,Clothing,151
9883,example public,Home Appliances,133
1703,participant candidate,Beauty,259
6886,attorney turn,Clothing,494
6798,eight project,Books,327
2218,ball sing,Home Appliances,466
6201,short chance,Beauty,353
5051,young full,Books,79
4391,course drug,Beauty,247
4053,whose event,Clothing,338
5131,they message,Clothing,186
3215,later reason,Beauty,446
2081,admit arm,Books,489
6806,bit area,Books,310
3454,before plan,Beauty,476
3125,hour coach,Electronics,63
6185,set food,Beauty,67
8772,business PM,Books,111
6898,begin sense,Books,288
5865,product sound,Books,487
1565,ground or,Beauty,311
6275,glass red,Home Appliances,327
1727,policy professional,Clothing,299
4065,bit individual,Home Appliances,336
2077,use true,Electronics,317
8311,alone clear,Books,137
2902,power analysis,Books,72
8066,nor represent,Clothing,423
5835,during quickly,Clothing,335
1502,human power,Books,183
4648,far seat,Electronics,426
3705,wrong goal,Books,445
2232,receive top,Beauty,339
7095,scientist deal,Books,248
3318,performance national,Clothing,77
7076,however right,Books,99
8596,successful little,Electronics,473
6850,may sure,Books,464
4267,official family,Beauty,258
5688,dark huge,Clothing,184
2956,protect know,Electronics,423
2885,property less,Books,324
8226,color international,Books,284
2303,wrong measure,Beauty,83
4540,fire exist,Books,289
5929,buy thought,Books,114
8933,available little,Books,368
6317,himself manage,Books,432
1775,record same,Clothing,119
6451,often citizen,Electronics,102
3263,member treat,Home Appliances,145
3629,sound establish,Clothing,158
6512,next general,Beauty,211
7419,fly cut,Beauty,147
3523,house leg,Clothing,224
1461,crime leave,Electronics,246
4276,performance magazine,Beauty,179
6622,site call,Electronics,493
4594,entire eye,Electronics,308
5826,both mention,Clothing,113
8291,respond certainly,Clothing,127
7903,million bar,Beauty,51
7547,both candidate,Clothing,368
6375,lawyer around,Home Appliances,264
8910,let boy,Books,489
8538,low none,Clothing,150
9525,per walk,Clothing,154
7262,street or,Electronics,370
7417,although direction,Beauty,402
7844,federal me,Beauty,258
2683,need idea,Books,318
9036,agreement interview,Electronics,72
5887,play peace,Clothing,239
9342,nation common,Beauty,187
2106,with suggest,Beauty,393
3092,name social,Electronics,205
1490,including by,Books,283
8884,five like,Beauty,309
1873,west choose,Beauty,209
2919,establish ago,Electronics,475
3802,claim sign,Home Appliances,83
3622,past born,Clothing,395
5661,its various,Books,431
4111,experience attorney,Electronics,488
2495,beautiful simply,Clothing,370
9967,point rate,Books,168
5927,president Mrs,Electronics,231
7487,kid finish,Home Appliances,456
2855,safe poor,Beauty,194
4431,big head,Beauty,207
8014,end pretty,Beauty,122
5762,bill participant,Beauty,234
1841,common most,Home Appliances,428
2696,discussion little,Books,459
4934,role its,Home Appliances,445
7068,pass analysis,Beauty,68
7527,loss or,Books,65
4210,office machine,Clothing,90
9907,effort specific,Books,288
1400,customer officer,Clothing,102
2068,have including,Home Appliances,195
9697,treat authority,Beauty,79
7608,these across,Clothing,176
5850,make push,Home Appliances,352
2602,article may,Clothing,180
8370,player difficult,Home Appliances,261
5406,world Congress,Clothing,188
6209,weight way,Home Appliances,262
6091,how school,Home Appliances,260
1150,offer hospital,Beauty,406
7033,floor true,Electronics,69
3431,prevent hold,Clothing,176
4777,manager take,Electronics,343
1229,probably simply,Home Appliances,115
8041,dream would,Beauty,494
3726,sister assume,Electronics,485
9363,career notice,Home Appliances,401
4339,both dog,Beauty,413
5711,serve official,Books,444
6169,many TV,Electronics,336
4799,state provide,Home Appliances,227
1754,its success,Beauty,101
9285,center great,Beauty,161
3664,material four,Books,366
3739,maintain from,Home Appliances,231
2811,better bed,Home Appliances,400
8321,case sea,Books,66
3786,not do,Books,245
5851,seek send,Home Appliances,431
7262,nothing voice,Electronics,484
2144,news part,Electronics,310
4146,something world,Books,404
8391,doctor democratic,Clothing,320
5946,take detail,Home Appliances,463
6493,true force,Clothing,228
6970,officer administration,Books,303
4455,coach better,Beauty,64
6194,nor different,Home Appliances,391
6993,off only,Beauty,287
6334,current Democrat,Home Appliances,425
1092,population shoulder,Beauty,93
6036,better friend,Home Appliances,117
8466,me phone,Electronics,437
3047,form fly,Books,198
9560,mind how,Electronics,178
1406,civil direction,Beauty,255
2387,he during,Home Appliances,180
3691,eight admit,Home Appliances,428
3721,morning everyone,Home Appliances,191
2087,today rule,Beauty,97
9819,window series,Books,369
8887,figure campaign,Beauty,170
2170,center be,Beauty,283
4771,save feel,Electronics,209
8679,five need,Home Appliances,96
3476,alone speak,Books,100
4216,investment safe,Electronics,153
8982,his exactly,Books,304
4008,box our,Clothing,104
1423,heavy result,Beauty,113
6705,money speech,Home Appliances,439
2758,treatment believe,Clothing,422
4732,speech culture,Books,237
1469,group best,Clothing,86
6915,company may,Clothing,178
5239,focus available,Electronics,383
6520,like safe,Home Appliances,316
8927,try physical,Home Appliances,76
9079,perform bill,Electronics,464
6612,rest fire,Beauty,203
5046,great energy,Home Appliances,314
5121,view it,Home Appliances,316
8517,kid under,Beauty,318
1759,right miss,Beauty,415
2788,along whom,Electronics,406
3820,assume sense,Beauty,165
6173,deal article,Home Appliances,117
6641,something hundred,Home Appliances,492
9265,dinner hear,Clothing,141
4507,generation card,Beauty,394
2068,task person,Home Appliances,262
8434,cost situation,Electronics,401
2634,glass leave,Beauty,265
1754,war candidate,Clothing,86
6829,range then,Electronics,242
5998,him teach,Clothing,278
2738,southern along,Home Appliances,75
1543,adult rich,Clothing,332
9689,civil visit,Electronics,231
9869,newspaper politics,Clothing,77
9914,result work,Clothing,236
8274,evening family,Beauty,241
1373,hospital pattern,Clothing,302
7057,good hear,Clothing,318
6047,simple exist,Books,394
6984,audience fund,Home Appliances,188
8819,new south,Home Appliances,188
5405,forward modern,Beauty,419
3961,middle TV,Books,373
5343,attention song,Electronics,278
5412,project statement,Home Appliances,296
9414,everybody back,Books,347
2924,choice drive,Books,80
9270,hear than,Beauty,164
7699,direction may,Electronics,303
7561,produce only,Home Appliances,371
5727,staff girl,Home Appliances,437
3049,site per,Clothing,436
5619,treat election,Books,362
7210,hospital easy,Clothing,78
4612,know field,Books,59
7807,child reason,Electronics,240
8556,need participant,Books,385
6547,turn she,Clothing,152
8176,form toward,Electronics,79
4811,process view,Electronics,409
9416,modern whole,Clothing,80
5783,hot himself,Beauty,168
7830,society strategy,Books,71
6775,hair bad,Beauty,95
8840,federal number,Clothing,72
1822,thus PM,Books,138
4849,within white,Books,300
5758,do quickly,Clothing,180
4548,series matter,Clothing,408
2860,ground organization,Electronics,72
9574,have account,Electronics,425
8465,speak physical,Beauty,152
2962,read pattern,Clothing,82
9860,some woman,Books,256
2752,owner wrong,Beauty,309
7594,note own,Electronics,159
4435,participant might,Clothing,483
4229,our third,Clothing,384
2321,where already,Books,79
1758,account community,Home Appliances,289
2607,though policy,Beauty,436
7379,customer allow,Clothing,323
6410,worry he,Home Appliances,191
9403,threat despite,Beauty,332
5372,kind assume,Clothing,171
4317,throughout certain,Books,266
8519,most century,Beauty,487
2212,end require,Electronics,61
2288,experience agreement,Clothing,121
8763,up everything,Electronics,317
7228,relate site,Books,370
1786,girl those,Beauty,216
1302,true movement,Home Appliances,390
1877,yourself chance,Electronics,438
4308,can thousand,Beauty,373
4698,during lawyer,Beauty,435
9177,once check,Books,78
1379,admit nor,Electronics,253
2644,consider himself,Clothing,136
5477,close million,Electronics,450
6104,gun ability,Beauty,451
4205,military change,Beauty,453
5790,buy most,Clothing,409
5952,sea score,Books,67
3681,write onto,Clothing,205
9058,book lay,Beauty,385
2080,particular senior,Home Appliances,83
1482,off service,Books,479
4066,dark much,Books,170
6240,individual mention,Home Appliances,282
2181,budget as,Books,362
3791,project chair,Clothing,194
2700,different character,Electronics,65
5665,expert old,Books,457
5395,number agree,Beauty,72
2457,life determine,Home Appliances,87
9266,similar every,Clothing,259
9609,community thus,Electronics,221
7807,safe edge,Electronics,431
5388,recently catch,Beauty,117
9334,between discuss,Clothing,345
7090,ball court,Electronics,493
8032,ready draw,Beauty,62
2772,although task,Electronics,358
4422,represent north,Beauty,358
7512,box range,Clothing,330
7906,reality whole,Beauty,257
7841,base worry,Beauty,284
9257,skin however,Home Appliances,99
2026,mission up,Electronics,374
9080,until green,Beauty,380
8637,property family,Home Appliances,477
9433,industry baby,Beauty,80
5694,music write,Clothing,68
5728,decade election,Clothing,163
4665,Democrat risk,Electronics,66
9953,control work,Beauty,390
7049,but side,Home Appliances,324
3214,toward size,Electronics,325
1370,administration recent,Beauty,412
4505,put seven,Beauty,122
9591,structure research,Beauty,362
6116,media close,Electronics,249
5614,military at,Clothing,324
5001,start board,Books,186
3243,crime interesting,Beauty,216
8894,quality off,Books,152
9977,few sound,Electronics,188
1124,cut shoulder,Clothing,410
8517,serve research,Electronics,316
6986,on group,Home Appliances,493
3083,go question,Home Appliances,104
3387,sea picture,Beauty,182
3831,something task,Electronics,415
2245,his service,Beauty,82
8384,side executive,Beauty,362
1892,natural international,Beauty,490
9078,save seat,Beauty,427
4732,campaign man,Clothing,218
5380,nothing force,Books,497
7384,letter consumer,Beauty,342
6906,election generation,Electronics,349
6883,think prevent,Home Appliances,438
1688,thing what,Clothing,265
7142,community offer,Books,279
3536,fish sit,Beauty,369
6180,campaign movement,Books,322
5692,do own,Electronics,480
7817,sister loss,Home Appliances,174
7652,hold soon,Clothing,134
1413,follow personal,Books,152
2883,partner head,Books,191
8569,benefit them,Beauty,451
6975,huge stand,Beauty,406
8813,technology hard,Books,483
4587,friend sport,Clothing,333
4747,yourself movie,Home Appliances,131
7036,wife several,Electronics,258
8993,daughter matter,Clothing,398
5384,worker film,Clothing,98
7275,about yes,Electronics,247
9849,born matter,Electronics,244
6015,response discuss,Beauty,121
3864,six police,Books,373
9311,fact ball,Electronics,97
3216,so sing,Books,172
8861,share almost,Beauty,385
8412,arrive not,Clothing,305
8890,forget notice,Home Appliances,250
5990,analysis none,Electronics,94
1070,production recognize,Clothing,489
8218,by find,Clothing,329
6992,visit reduce,Electronics,86
1636,economy technology,Home Appliances,109
7605,chair loss,Electronics,388
1236,collection room,Books,436
5082,worry factor,Beauty,139
6281,finish significant,Home Appliances,248
6290,suffer successful,Home Appliances,466
9590,activity school,Electronics,350
5031,paper policy,Home Appliances,284
8018,white direction,Clothing,81
9761,line plan,Home Appliances,253
6494,provide top,Home Appliances,337
1395,would step,Home Appliances,294
6361,candidate two,Home Appliances,482
7597,page well,Home Appliances,364
3659,through standard,Home Appliances,332
9878,agent today,Beauty,394
6004,member economic,Beauty,423
3390,where heart,Electronics,445
3037,option poor,Books,143
4399,including training,Clothing,497
4197,attention everybody,Home Appliances,101
5895,weight way,Books,281
8193,onto player,Beauty,345
3871,listen tell,Beauty,171
9121,cost positive,Clothing,444
5733,ask left,Books,398
8015,fish foreign,Beauty,296
6454,might especially,Beauty,358
7959,few religious,Clothing,257
6497,common but,Electronics,113
1514,model manage,Clothing,338
7231,shoulder owner,Home Appliances,394
6847,art not,Books,301
5535,father or,Clothing,210
9267,recent remain,Electronics,302
5788,local happen,Beauty,84
4326,station dream,Home Appliances,444
2034,reveal apply,Electronics,381
1900,morning upon,Clothing,182
1946,because fire,Home Appliances,260
4560,buy son,Clothing,299
4300,medical soon,Clothing,117
2258,draw positive,Home Appliances,124
3938,mission page,Beauty,481
2443,team score,Beauty,237
4155,garden hotel,Beauty,295
4082,environment real,Beauty,383
2679,police culture,Home Appliances,85
4964,toward nice,Books,233
6418,meet teacher,Clothing,235
4589,under me,Home Appliances,152
1834,local range,Beauty,169
6006,single college,Electronics,301
5134,pattern around,Beauty,156
5583,agree friend,Electronics,122
4283,very difference,Books,69
3109,west box,Home Appliances,196
8087,activity eat,Electronics,95
9569,win try,Clothing,350
1106,almost act,Beauty,70
9349,occur street,Home Appliances,181
8574,which trade,Home Appliances,280
5884,deep first,Books,437
4688,successful daughter,Electronics,117
8150,production media,Beauty,320
2242,here notice,Beauty,70
5277,nature tonight,Books,161
6098,far son,Books,136
9806,land season,Home Appliances,313
7510,although task,Electronics,457
7112,business point,Electronics,498
1883,where doctor,Electronics,407
6360,teach until,Books,444
8242,land short,Books,155
7318,rate low,Electronics,380
2871,remember feeling,Home Appliances,200
5436,skill accept,Beauty,208
2739,tonight feel,Books,467
3046,together particularly,Books,287
2713,be pretty,Home Appliances,228
9819,environment water,Beauty,223
8811,south feeling,Beauty,402
5060,forget long,Clothing,323
1781,plant unit,Home Appliances,368
1897,read free,Home Appliances,117
9781,behavior add,Books,412
6542,yet prevent,Clothing,330
3211,option way,Clothing,498
5785,article add,Beauty,414
6930,common her,Electronics,278
7404,order me,Home Appliances,299
1688,difference town,Home Appliances,226
6356,wife college,Home Appliances,367
2959,author several,Beauty,323
8624,main system,Beauty,266
2691,hard worker,Electronics,66
5914,arrive also,Clothing,361
8587,someone list,Clothing,58
2372,recent hot,Home Appliances,203
8148,large around,Beauty,444
6292,draw describe,Books,455
4722,today current,Beauty,368
1926,international science,Clothing,277
7183,she serious,Home Appliances,151
6765,old cell,Books,326
5046,suggest miss,Home Appliances,453
3579,just themselves,Electronics,272
3944,person pretty,Beauty,267
6217,worry woman,Beauty,90
7407,her me,Beauty,391
1153,voice I,Beauty,145
3907,remain always,Home Appliances,52
1680,nor your,Books,352
2642,television start,Clothing,269
7245,citizen coach,Books,280
9122,real push,Books,240
3789,future window,Home Appliances,352
7359,send recent,Books,401
1973,theory movement,Home Appliances,64
5591,marriage husband,Clothing,358
9061,base owner,Home Appliances,108
9241,international shake,Books,332
4545,speak skin,Clothing,344
4848,debate decade,Beauty,103
3373,sing protect,Home Appliances,358
