OrderID,DeliveryPartner,DeliveryDate,DeliveryStatus
6646,USPS,2023-06-05,Pending
5306,UPS,2023-06-04,Delivered
8844,DHL,2023-06-10,Delivered
7357,UPS,2023-06-08,Pending
9761,FedEx,2023-06-09,Pending
3000,UPS,2023-06-07,Pending
1350,DHL,2023-06-08,Delivered
6323,FedEx,2023-06-08,Delivered
7791,FedEx,2023-06-09,Delivered
4100,FedEx,2023-06-04,In Transit
8256,UPS,2023-06-09,Pending
4138,DHL,2023-06-09,Pending
4278,FedEx,2023-06-09,In Transit
2316,FedEx,2023-06-05,Delivered
7161,FedEx,2023-06-06,In Transit
3162,DHL,2023-06-08,Delivered
4874,UPS,2023-06-05,Delivered
3551,USPS,2023-06-10,Pending
3213,UPS,2023-06-05,Delivered
6727,DHL,2023-06-05,Pending
4872,USPS,2023-06-05,Pending
7016,DHL,2023-06-07,Delivered
2541,FedEx,2023-06-05,Delivered
6298,FedEx,2023-06-04,In Transit
1471,FedEx,2023-06-09,In Transit
5063,FedEx,2023-06-08,Delivered
6653,USPS,2023-06-07,In Transit
4536,DHL,2023-06-07,In Transit
3761,UPS,2023-06-07,Delivered
2186,UPS,2023-06-07,In Transit
8666,UPS,2023-06-07,Pending
1276,DHL,2023-06-05,Pending
2436,USPS,2023-06-09,Pending
1062,UPS,2023-06-10,Delivered
5004,USPS,2023-06-08,Delivered
2006,DHL,2023-06-09,Delivered
5289,DHL,2023-06-10,Delivered
8756,DHL,2023-06-08,Delivered
8744,USPS,2023-06-05,Delivered
8692,UPS,2023-06-04,Delivered
9924,USPS,2023-06-08,Delivered
1604,UPS,2023-06-06,Pending
6212,UPS,2023-06-09,Pending
7582,FedEx,2023-06-06,Delivered
6950,USPS,2023-06-07,Pending
3151,FedEx,2023-06-10,Pending
8867,DHL,2023-06-09,Pending
7470,USPS,2023-06-06,In Transit
6732,USPS,2023-06-06,Delivered
6210,UPS,2023-06-08,Delivered
6963,UPS,2023-06-08,In Transit
1035,UPS,2023-06-04,In Transit
5855,UPS,2023-06-10,Pending
4598,FedEx,2023-06-05,Pending
1890,FedEx,2023-06-09,In Transit
5331,FedEx,2023-06-05,Delivered
1991,USPS,2023-06-04,Pending
5499,DHL,2023-06-10,Delivered
8521,FedEx,2023-06-06,In Transit
4543,DHL,2023-06-05,In Transit
7624,DHL,2023-06-04,Delivered
5607,FedEx,2023-06-09,Delivered
3544,FedEx,2023-06-08,In Transit
5993,DHL,2023-06-08,Delivered
1144,FedEx,2023-06-10,In Transit
4351,FedEx,2023-06-07,In Transit
9167,DHL,2023-06-07,Delivered
5199,USPS,2023-06-09,In Transit
7220,FedEx,2023-06-05,In Transit
3884,UPS,2023-06-09,In Transit
1906,DHL,2023-06-05,Delivered
8487,UPS,2023-06-07,In Transit
5055,UPS,2023-06-08,In Transit
4488,UPS,2023-06-05,Pending
1921,FedEx,2023-06-10,Pending
3291,USPS,2023-06-06,Delivered
6786,DHL,2023-06-05,Delivered
4419,UPS,2023-06-06,Pending
9646,USPS,2023-06-10,In Transit
9986,UPS,2023-06-07,Delivered
9506,FedEx,2023-06-07,Delivered
9820,UPS,2023-06-04,Pending
8642,UPS,2023-06-10,Pending
1866,UPS,2023-06-04,Delivered
6113,DHL,2023-06-10,Pending
4968,FedEx,2023-06-08,Pending
9375,USPS,2023-06-07,Delivered
4829,UPS,2023-06-08,Pending
4455,USPS,2023-06-07,Pending
5273,DHL,2023-06-09,Pending
4642,UPS,2023-06-06,In Transit
4987,DHL,2023-06-05,Pending
2605,FedEx,2023-06-04,In Transit
9560,DHL,2023-06-09,In Transit
5839,DHL,2023-06-09,Pending
8791,DHL,2023-06-05,Pending
1465,USPS,2023-06-06,In Transit
3636,UPS,2023-06-05,Pending
4688,FedEx,2023-06-10,In Transit
1894,USPS,2023-06-09,In Transit
3191,USPS,2023-06-08,In Transit
6892,USPS,2023-06-09,Pending
5376,USPS,2023-06-10,In Transit
7857,USPS,2023-06-07,Pending
4570,USPS,2023-06-10,Delivered
3801,USPS,2023-06-04,Delivered
7264,DHL,2023-06-10,Delivered
6594,UPS,2023-06-09,Delivered
4578,USPS,2023-06-04,In Transit
9072,DHL,2023-06-08,In Transit
3330,UPS,2023-06-04,Pending
6970,FedEx,2023-06-04,In Transit
7973,USPS,2023-06-10,In Transit
3803,UPS,2023-06-08,Delivered
6702,DHL,2023-06-07,Delivered
9579,DHL,2023-06-09,Delivered
8881,FedEx,2023-06-05,Delivered
8963,FedEx,2023-06-09,Delivered
3705,DHL,2023-06-05,In Transit
5910,USPS,2023-06-04,Pending
5766,UPS,2023-06-10,Delivered
7456,FedEx,2023-06-07,In Transit
8797,FedEx,2023-06-06,In Transit
7158,UPS,2023-06-06,In Transit
1328,USPS,2023-06-05,Pending
7635,UPS,2023-06-07,Pending
5985,FedEx,2023-06-09,Pending
9642,FedEx,2023-06-08,In Transit
2449,USPS,2023-06-05,In Transit
5760,FedEx,2023-06-07,Delivered
4327,DHL,2023-06-06,Delivered
8353,USPS,2023-06-08,Pending
1867,FedEx,2023-06-06,Pending
6601,USPS,2023-06-08,Delivered
6847,FedEx,2023-06-09,Delivered
1779,UPS,2023-06-04,Pending
2359,USPS,2023-06-05,In Transit
4988,USPS,2023-06-06,Pending
1859,UPS,2023-06-07,Pending
1502,UPS,2023-06-06,Delivered
2928,UPS,2023-06-04,In Transit
9772,DHL,2023-06-07,Pending
9523,USPS,2023-06-05,In Transit
6767,FedEx,2023-06-10,Delivered
1220,USPS,2023-06-09,In Transit
8838,DHL,2023-06-05,In Transit
4384,USPS,2023-06-07,In Transit
1764,USPS,2023-06-04,Pending
8267,UPS,2023-06-06,Pending
6266,USPS,2023-06-05,Delivered
9166,DHL,2023-06-08,Pending
5401,USPS,2023-06-10,In Transit
5293,USPS,2023-06-05,Delivered
6225,USPS,2023-06-04,Pending
4364,USPS,2023-06-05,Delivered
3009,USPS,2023-06-07,Pending
9094,USPS,2023-06-08,Delivered
6838,USPS,2023-06-04,In Transit
6917,USPS,2023-06-09,In Transit
4669,DHL,2023-06-10,In Transit
1271,UPS,2023-06-09,In Transit
4511,UPS,2023-06-05,Delivered
1591,UPS,2023-06-10,Pending
8435,FedEx,2023-06-07,In Transit
8207,USPS,2023-06-10,Delivered
8782,UPS,2023-06-09,Pending
2602,FedEx,2023-06-08,Delivered
4460,UPS,2023-06-10,Delivered
5922,FedEx,2023-06-09,Pending
3886,UPS,2023-06-05,Pending
7505,UPS,2023-06-08,In Transit
1365,DHL,2023-06-06,Delivered
1516,USPS,2023-06-10,Delivered
8648,FedEx,2023-06-07,In Transit
4313,DHL,2023-06-06,Delivered
7046,DHL,2023-06-09,Pending
2234,UPS,2023-06-08,In Transit
8733,USPS,2023-06-05,Delivered
8015,UPS,2023-06-04,Pending
8266,USPS,2023-06-09,Pending
8217,UPS,2023-06-05,Delivered
9842,UPS,2023-06-07,Pending
1935,UPS,2023-06-10,Pending
1709,FedEx,2023-06-08,Delivered
8953,DHL,2023-06-05,In Transit
9005,DHL,2023-06-08,Pending
7874,USPS,2023-06-04,Pending
8495,FedEx,2023-06-09,In Transit
8693,UPS,2023-06-09,Pending
6712,USPS,2023-06-09,In Transit
6356,DHL,2023-06-08,Delivered
2071,FedEx,2023-06-10,In Transit
1304,FedEx,2023-06-10,Pending
2308,UPS,2023-06-08,Delivered
6071,UPS,2023-06-04,In Transit
3515,DHL,2023-06-05,Pending
9103,DHL,2023-06-07,Delivered
6137,UPS,2023-06-04,Delivered
7725,USPS,2023-06-06,Pending
9777,UPS,2023-06-05,Pending
4674,UPS,2023-06-09,Pending
8777,USPS,2023-06-09,In Transit
9090,UPS,2023-06-08,Pending
4915,USPS,2023-06-08,Pending
8466,UPS,2023-06-10,In Transit
2849,DHL,2023-06-10,In Transit
8272,UPS,2023-06-07,Delivered
8707,USPS,2023-06-08,In Transit
4133,FedEx,2023-06-05,Pending
4640,DHL,2023-06-09,Pending
2459,FedEx,2023-06-10,Pending
2559,UPS,2023-06-10,Pending
7956,FedEx,2023-06-06,In Transit
9098,DHL,2023-06-06,Delivered
5371,FedEx,2023-06-10,Pending
8316,FedEx,2023-06-05,In Transit
7008,USPS,2023-06-05,Pending
5497,USPS,2023-06-08,Pending
1271,UPS,2023-06-08,Pending
9462,USPS,2023-06-05,Delivered
9071,UPS,2023-06-04,Delivered
6391,DHL,2023-06-09,Pending
4801,USPS,2023-06-10,In Transit
3334,USPS,2023-06-08,In Transit
1795,USPS,2023-06-06,Pending
3136,DHL,2023-06-05,In Transit
6502,DHL,2023-06-07,Delivered
7636,USPS,2023-06-09,In Transit
5655,DHL,2023-06-06,In Transit
5496,FedEx,2023-06-04,In Transit
3902,FedEx,2023-06-09,In Transit
3594,DHL,2023-06-10,In Transit
5776,UPS,2023-06-06,Pending
8562,DHL,2023-06-09,Pending
9674,UPS,2023-06-09,Pending
8277,UPS,2023-06-04,In Transit
4048,DHL,2023-06-04,Pending
2722,DHL,2023-06-07,Pending
8287,USPS,2023-06-08,In Transit
1026,UPS,2023-06-04,Delivered
8076,DHL,2023-06-04,Pending
8422,DHL,2023-06-09,In Transit
7039,FedEx,2023-06-08,Pending
7320,USPS,2023-06-05,Delivered
8163,UPS,2023-06-10,Pending
8125,FedEx,2023-06-09,Delivered
5681,UPS,2023-06-10,In Transit
7456,USPS,2023-06-07,In Transit
8822,DHL,2023-06-08,In Transit
1469,DHL,2023-06-06,Delivered
3584,UPS,2023-06-08,Delivered
9927,FedEx,2023-06-05,Delivered
3092,USPS,2023-06-06,Delivered
6737,USPS,2023-06-10,In Transit
8814,DHL,2023-06-07,Pending
2378,FedEx,2023-06-10,Pending
8775,UPS,2023-06-10,In Transit
4183,FedEx,2023-06-09,Pending
7437,UPS,2023-06-04,Pending
2329,USPS,2023-06-04,In Transit
1038,UPS,2023-06-07,Delivered
1056,USPS,2023-06-05,In Transit
2860,DHL,2023-06-07,Delivered
3750,FedEx,2023-06-09,Pending
7518,UPS,2023-06-10,In Transit
6472,UPS,2023-06-07,Delivered
7021,FedEx,2023-06-05,Pending
2751,DHL,2023-06-10,Pending
5172,UPS,2023-06-05,In Transit
2492,UPS,2023-06-10,Pending
1101,USPS,2023-06-05,Delivered
5211,UPS,2023-06-05,Delivered
6244,UPS,2023-06-09,In Transit
4076,DHL,2023-06-08,Delivered
3702,FedEx,2023-06-09,Pending
1243,USPS,2023-06-05,Pending
2477,FedEx,2023-06-05,Pending
9845,USPS,2023-06-04,Pending
1402,FedEx,2023-06-06,Delivered
8628,FedEx,2023-06-05,Pending
3530,FedEx,2023-06-09,Pending
7334,UPS,2023-06-10,Delivered
1886,DHL,2023-06-05,Delivered
8560,FedEx,2023-06-05,Pending
2425,UPS,2023-06-05,Pending
7820,USPS,2023-06-04,Delivered
8382,FedEx,2023-06-05,Delivered
7593,UPS,2023-06-08,Delivered
3551,UPS,2023-06-10,Delivered
8620,UPS,2023-06-05,In Transit
1601,FedEx,2023-06-04,Pending
6809,DHL,2023-06-08,Delivered
1124,UPS,2023-06-05,In Transit
2333,DHL,2023-06-06,Delivered
8569,DHL,2023-06-09,Delivered
6209,DHL,2023-06-06,In Transit
6006,USPS,2023-06-10,Delivered
6292,DHL,2023-06-04,Delivered
6887,FedEx,2023-06-10,Pending
7917,FedEx,2023-06-04,Delivered
5326,USPS,2023-06-08,In Transit
4444,DHL,2023-06-04,Delivered
5767,FedEx,2023-06-07,In Transit
7567,DHL,2023-06-08,Delivered
4973,UPS,2023-06-05,In Transit
6609,UPS,2023-06-08,Pending
7146,FedEx,2023-06-07,In Transit
4832,USPS,2023-06-06,Delivered
3971,DHL,2023-06-10,In Transit
4290,FedEx,2023-06-10,Pending
8882,DHL,2023-06-04,Pending
9082,FedEx,2023-06-10,In Transit
9286,FedEx,2023-06-09,Delivered
6148,FedEx,2023-06-06,Pending
1646,USPS,2023-06-04,Delivered
6522,FedEx,2023-06-10,Delivered
3696,FedEx,2023-06-08,Pending
3480,DHL,2023-06-07,Delivered
3936,DHL,2023-06-04,In Transit
8309,FedEx,2023-06-06,Pending
1531,DHL,2023-06-06,Pending
5901,DHL,2023-06-05,Pending
5627,USPS,2023-06-07,Delivered
1032,FedEx,2023-06-08,In Transit
8275,DHL,2023-06-10,Delivered
7411,USPS,2023-06-07,Delivered
3483,DHL,2023-06-05,Delivered
5241,DHL,2023-06-10,Delivered
7329,UPS,2023-06-05,In Transit
7227,UPS,2023-06-10,Pending
2693,FedEx,2023-06-04,In Transit
6509,DHL,2023-06-09,In Transit
7029,DHL,2023-06-05,Pending
6054,DHL,2023-06-10,Pending
7486,UPS,2023-06-08,Delivered
6794,DHL,2023-06-08,Pending
4997,FedEx,2023-06-08,Pending
9497,DHL,2023-06-06,Pending
4923,UPS,2023-06-06,Delivered
8614,UPS,2023-06-06,Pending
8301,DHL,2023-06-10,In Transit
1649,USPS,2023-06-05,Pending
2350,DHL,2023-06-10,Delivered
5839,UPS,2023-06-10,In Transit
2315,USPS,2023-06-05,Pending
5330,USPS,2023-06-05,Delivered
3562,UPS,2023-06-09,Pending
7182,FedEx,2023-06-08,In Transit
5108,DHL,2023-06-08,Delivered
7377,FedEx,2023-06-04,In Transit
3874,FedEx,2023-06-10,Delivered
9536,UPS,2023-06-07,In Transit
7643,DHL,2023-06-07,Pending
4075,USPS,2023-06-10,Pending
8110,USPS,2023-06-06,Delivered
2205,DHL,2023-06-06,In Transit
2262,FedEx,2023-06-09,Pending
9812,USPS,2023-06-07,Pending
9748,DHL,2023-06-09,Pending
3740,UPS,2023-06-06,Pending
2037,DHL,2023-06-08,In Transit
2155,FedEx,2023-06-10,Pending
8589,DHL,2023-06-04,Delivered
5845,USPS,2023-06-10,Delivered
6711,DHL,2023-06-07,Pending
7079,USPS,2023-06-09,Pending
5128,USPS,2023-06-05,Delivered
5728,FedEx,2023-06-06,Delivered
3673,UPS,2023-06-05,Pending
4197,USPS,2023-06-04,In Transit
2337,UPS,2023-06-09,Pending
1048,DHL,2023-06-08,In Transit
7830,DHL,2023-06-10,Delivered
5262,DHL,2023-06-05,Pending
9707,USPS,2023-06-05,Pending
8398,UPS,2023-06-08,Pending
3022,DHL,2023-06-06,Delivered
2089,DHL,2023-06-10,Pending
6755,DHL,2023-06-10,Delivered
2320,FedEx,2023-06-06,In Transit
5790,UPS,2023-06-08,Pending
3015,FedEx,2023-06-04,In Transit
8215,DHL,2023-06-05,Delivered
4229,UPS,2023-06-05,Pending
4928,UPS,2023-06-09,Delivered
2120,DHL,2023-06-08,Pending
7933,DHL,2023-06-10,In Transit
9647,FedEx,2023-06-09,In Transit
2956,DHL,2023-06-08,Pending
4852,DHL,2023-06-09,In Transit
1922,FedEx,2023-06-04,Pending
2258,USPS,2023-06-09,In Transit
6044,FedEx,2023-06-07,Delivered
1570,USPS,2023-06-06,Delivered
6324,USPS,2023-06-06,Delivered
9005,FedEx,2023-06-06,Delivered
2210,FedEx,2023-06-05,In Transit
6882,UPS,2023-06-05,Pending
5722,USPS,2023-06-08,In Transit
2432,FedEx,2023-06-07,In Transit
6673,USPS,2023-06-04,In Transit
4285,FedEx,2023-06-09,Delivered
5417,UPS,2023-06-07,In Transit
6213,DHL,2023-06-08,Delivered
3790,USPS,2023-06-09,Delivered
9135,UPS,2023-06-04,In Transit
1341,FedEx,2023-06-06,Delivered
7436,UPS,2023-06-10,In Transit
6382,DHL,2023-06-06,Delivered
5169,USPS,2023-06-09,Pending
8129,UPS,2023-06-08,In Transit
3824,USPS,2023-06-06,Delivered
4452,UPS,2023-06-07,Delivered
2472,DHL,2023-06-10,Delivered
3005,UPS,2023-06-08,Pending
1307,UPS,2023-06-06,Delivered
3359,FedEx,2023-06-07,Delivered
2399,FedEx,2023-06-09,In Transit
4717,FedEx,2023-06-08,Pending
1122,FedEx,2023-06-06,Pending
9929,FedEx,2023-06-05,Pending
2601,UPS,2023-06-07,Delivered
4196,UPS,2023-06-10,Pending
1169,DHL,2023-06-06,In Transit
1044,UPS,2023-06-07,In Transit
5366,FedEx,2023-06-09,In Transit
6087,UPS,2023-06-06,In Transit
3311,UPS,2023-06-08,Delivered
7379,USPS,2023-06-04,Delivered
6813,DHL,2023-06-04,In Transit
1077,USPS,2023-06-04,In Transit
3760,FedEx,2023-06-06,Delivered
1042,DHL,2023-06-04,In Transit
2347,FedEx,2023-06-09,In Transit
3792,UPS,2023-06-09,Pending
4815,USPS,2023-06-04,Delivered
6656,FedEx,2023-06-06,In Transit
5871,UPS,2023-06-06,In Transit
9476,DHL,2023-06-05,In Transit
4174,UPS,2023-06-05,In Transit
2860,DHL,2023-06-10,Delivered
6508,FedEx,2023-06-05,Delivered
5307,DHL,2023-06-07,Pending
8850,DHL,2023-06-04,In Transit
9686,DHL,2023-06-07,Pending
1924,FedEx,2023-06-04,Delivered
3256,UPS,2023-06-09,In Transit
4889,USPS,2023-06-07,Pending
3932,DHL,2023-06-07,Delivered
5998,DHL,2023-06-07,In Transit
7757,DHL,2023-06-05,Pending
1227,UPS,2023-06-07,Pending
3950,UPS,2023-06-09,Delivered
2470,FedEx,2023-06-08,Delivered
1417,FedEx,2023-06-09,Delivered
6541,DHL,2023-06-06,Delivered
2166,USPS,2023-06-06,Delivered
8120,DHL,2023-06-04,In Transit
2886,UPS,2023-06-10,In Transit
8835,FedEx,2023-06-04,Delivered
3086,FedEx,2023-06-04,Delivered
2357,FedEx,2023-06-10,Pending
7327,DHL,2023-06-09,In Transit
9888,USPS,2023-06-08,Delivered
2797,USPS,2023-06-06,In Transit
3696,DHL,2023-06-08,Delivered
3262,UPS,2023-06-06,Pending
9392,FedEx,2023-06-10,Delivered
6197,USPS,2023-06-06,Pending
2123,FedEx,2023-06-05,Delivered
3052,DHL,2023-06-05,Delivered
2901,DHL,2023-06-08,Delivered
5635,USPS,2023-06-06,In Transit
3986,FedEx,2023-06-10,In Transit
6625,USPS,2023-06-10,In Transit
7387,USPS,2023-06-06,Delivered
2046,UPS,2023-06-06,Pending
7486,USPS,2023-06-05,Pending
1601,FedEx,2023-06-08,Delivered
7657,DHL,2023-06-10,In Transit
7935,FedEx,2023-06-08,Pending
4388,FedEx,2023-06-04,Pending
9234,FedEx,2023-06-06,In Transit
7741,USPS,2023-06-06,Pending
5049,USPS,2023-06-09,Pending
3223,DHL,2023-06-09,In Transit
8509,FedEx,2023-06-09,Pending
6957,DHL,2023-06-07,Pending
2266,UPS,2023-06-10,Pending
2668,FedEx,2023-06-06,Delivered
3112,UPS,2023-06-04,In Transit
4566,USPS,2023-06-06,Pending
7362,UPS,2023-06-10,Delivered
3010,FedEx,2023-06-10,In Transit
1532,UPS,2023-06-04,In Transit
1787,FedEx,2023-06-06,Delivered
8207,UPS,2023-06-08,In Transit
7776,UPS,2023-06-06,In Transit
9878,USPS,2023-06-10,Delivered
7726,UPS,2023-06-06,Pending
4937,DHL,2023-06-04,Delivered
5272,DHL,2023-06-06,In Transit
6380,USPS,2023-06-04,Pending
1659,UPS,2023-06-08,In Transit
4419,USPS,2023-06-09,Pending
5162,DHL,2023-06-08,Pending
1785,UPS,2023-06-09,In Transit
1729,FedEx,2023-06-05,In Transit
4287,USPS,2023-06-07,Pending
9055,FedEx,2023-06-04,Delivered
2771,UPS,2023-06-08,Delivered
3953,FedEx,2023-06-08,Delivered
9772,UPS,2023-06-04,Delivered
8799,USPS,2023-06-06,Delivered
7742,DHL,2023-06-10,Pending
7291,FedEx,2023-06-10,Pending
6866,FedEx,2023-06-06,Pending
3374,USPS,2023-06-08,Pending
1195,DHL,2023-06-07,Pending
2892,DHL,2023-06-07,In Transit
9678,DHL,2023-06-10,Pending
7529,FedEx,2023-06-07,Delivered
9577,FedEx,2023-06-08,Delivered
9121,UPS,2023-06-09,Delivered
1458,FedEx,2023-06-04,Pending
8951,UPS,2023-06-06,Delivered
7584,DHL,2023-06-05,In Transit
5901,UPS,2023-06-07,Pending
7354,USPS,2023-06-07,Pending
5977,FedEx,2023-06-04,In Transit
8190,UPS,2023-06-10,Delivered
1689,UPS,2023-06-09,Pending
5438,FedEx,2023-06-06,Pending
3248,FedEx,2023-06-04,Pending
9621,UPS,2023-06-07,Delivered
9301,DHL,2023-06-08,Pending
7683,USPS,2023-06-04,Pending
2924,USPS,2023-06-07,Pending
1705,UPS,2023-06-07,Pending
7794,DHL,2023-06-10,Pending
4280,UPS,2023-06-06,Delivered
6918,DHL,2023-06-08,Delivered
2213,UPS,2023-06-09,Pending
7388,USPS,2023-06-06,In Transit
7238,FedEx,2023-06-05,Delivered
4154,DHL,2023-06-08,In Transit
9562,USPS,2023-06-07,Delivered
8714,FedEx,2023-06-07,In Transit
3545,FedEx,2023-06-10,Pending
2539,USPS,2023-06-10,In Transit
9904,FedEx,2023-06-10,Delivered
3485,USPS,2023-06-10,Pending
4800,USPS,2023-06-05,Delivered
3336,FedEx,2023-06-10,In Transit
3379,UPS,2023-06-09,Pending
6844,FedEx,2023-06-10,Delivered
1077,USPS,2023-06-04,Delivered
6602,FedEx,2023-06-06,In Transit
6641,DHL,2023-06-10,In Transit
1259,FedEx,2023-06-08,In Transit
9674,UPS,2023-06-06,Delivered
8202,DHL,2023-06-07,Pending
5624,DHL,2023-06-10,Pending
9229,USPS,2023-06-09,Pending
4097,USPS,2023-06-04,Delivered
7338,FedEx,2023-06-06,Pending
4812,DHL,2023-06-06,Pending
4388,DHL,2023-06-10,Delivered
2704,DHL,2023-06-09,Pending
3526,FedEx,2023-06-08,Delivered
1956,DHL,2023-06-09,Delivered
5021,UPS,2023-06-09,In Transit
6356,FedEx,2023-06-09,Pending
4747,DHL,2023-06-04,Delivered
7445,UPS,2023-06-10,Pending
2542,UPS,2023-06-10,In Transit
6933,USPS,2023-06-09,Delivered
9211,USPS,2023-06-04,Pending
7162,FedEx,2023-06-09,In Transit
1338,DHL,2023-06-05,Delivered
9149,UPS,2023-06-06,Delivered
8874,DHL,2023-06-05,In Transit
7378,UPS,2023-06-06,Pending
3866,USPS,2023-06-10,Delivered
2058,FedEx,2023-06-06,In Transit
6750,USPS,2023-06-04,Delivered
8257,USPS,2023-06-10,Pending
7986,DHL,2023-06-09,Pending
5816,FedEx,2023-06-06,In Transit
2153,USPS,2023-06-04,Delivered
6180,FedEx,2023-06-05,Pending
8111,UPS,2023-06-07,In Transit
2526,DHL,2023-06-05,Delivered
9088,FedEx,2023-06-04,In Transit
5104,DHL,2023-06-10,In Transit
1642,FedEx,2023-06-08,In Transit
3139,DHL,2023-06-07,Delivered
1120,USPS,2023-06-06,Pending
1353,USPS,2023-06-08,In Transit
8812,DHL,2023-06-04,In Transit
8197,UPS,2023-06-06,Delivered
3110,DHL,2023-06-06,In Transit
4258,FedEx,2023-06-09,Delivered
7469,DHL,2023-06-05,Delivered
1096,FedEx,2023-06-09,Pending
1387,FedEx,2023-06-04,Delivered
8280,UPS,2023-06-06,Delivered
5199,USPS,2023-06-04,Pending
5801,UPS,2023-06-08,Delivered
9521,USPS,2023-06-08,In Transit
5980,FedEx,2023-06-10,Delivered
9157,USPS,2023-06-08,In Transit
1773,DHL,2023-06-09,In Transit
9062,FedEx,2023-06-04,Delivered
7071,FedEx,2023-06-07,Pending
9584,USPS,2023-06-09,In Transit
2701,DHL,2023-06-04,In Transit
8314,FedEx,2023-06-06,In Transit
3786,USPS,2023-06-05,Delivered
3037,DHL,2023-06-10,Delivered
6724,DHL,2023-06-09,Delivered
9390,USPS,2023-06-04,In Transit
3253,DHL,2023-06-05,In Transit
4213,FedEx,2023-06-10,In Transit
7557,DHL,2023-06-05,In Transit
4583,FedEx,2023-06-10,In Transit
2939,USPS,2023-06-09,In Transit
8017,FedEx,2023-06-08,Delivered
7605,UPS,2023-06-07,Delivered
4880,USPS,2023-06-06,Pending
5327,DHL,2023-06-10,Pending
5087,FedEx,2023-06-04,In Transit
2562,USPS,2023-06-04,Delivered
2369,USPS,2023-06-05,Delivered
9783,DHL,2023-06-07,Delivered
7102,USPS,2023-06-08,Delivered
9041,UPS,2023-06-08,In Transit
5655,FedEx,2023-06-04,Pending
2850,FedEx,2023-06-04,Pending
6201,UPS,2023-06-07,Pending
8465,DHL,2023-06-04,In Transit
9317,FedEx,2023-06-08,In Transit
1078,FedEx,2023-06-07,Delivered
8153,FedEx,2023-06-07,In Transit
5933,DHL,2023-06-04,Pending
9329,FedEx,2023-06-10,In Transit
2740,FedEx,2023-06-04,Pending
3436,DHL,2023-06-09,In Transit
1570,UPS,2023-06-07,Pending
7191,DHL,2023-06-06,Pending
8447,USPS,2023-06-10,Pending
8051,FedEx,2023-06-06,Pending
7837,DHL,2023-06-08,Pending
3915,FedEx,2023-06-10,In Transit
1830,FedEx,2023-06-08,In Transit
6740,FedEx,2023-06-04,Pending
1450,USPS,2023-06-07,Delivered
9201,DHL,2023-06-04,Delivered
4221,UPS,2023-06-09,In Transit
9043,DHL,2023-06-05,Pending
2666,USPS,2023-06-07,In Transit
8272,FedEx,2023-06-05,Pending
1560,UPS,2023-06-10,In Transit
6955,USPS,2023-06-09,Pending
5277,USPS,2023-06-07,In Transit
1943,FedEx,2023-06-08,Pending
2859,USPS,2023-06-06,In Transit
6283,FedEx,2023-06-08,Delivered
4990,FedEx,2023-06-08,Delivered
9245,FedEx,2023-06-08,Delivered
3095,DHL,2023-06-05,Pending
1787,USPS,2023-06-08,In Transit
2196,FedEx,2023-06-09,In Transit
8654,DHL,2023-06-07,Delivered
4136,FedEx,2023-06-04,Pending
6392,DHL,2023-06-07,Pending
8440,USPS,2023-06-05,Delivered
4990,DHL,2023-06-10,Delivered
8578,UPS,2023-06-06,Pending
7933,USPS,2023-06-10,Pending
4635,DHL,2023-06-05,In Transit
3400,UPS,2023-06-05,In Transit
9990,UPS,2023-06-04,Delivered
5205,DHL,2023-06-10,In Transit
1048,FedEx,2023-06-04,In Transit
6065,FedEx,2023-06-08,In Transit
6942,UPS,2023-06-04,Pending
2358,UPS,2023-06-07,Delivered
5249,DHL,2023-06-06,In Transit
3095,FedEx,2023-06-05,In Transit
1946,USPS,2023-06-07,Delivered
3868,USPS,2023-06-04,Pending
1961,FedEx,2023-06-05,In Transit
8598,DHL,2023-06-09,Delivered
6548,DHL,2023-06-10,Delivered
9735,UPS,2023-06-07,Delivered
2952,FedEx,2023-06-05,In Transit
9036,DHL,2023-06-09,In Transit
4523,USPS,2023-06-06,In Transit
4536,UPS,2023-06-04,Delivered
2544,UPS,2023-06-10,In Transit
9741,DHL,2023-06-09,Delivered
2931,DHL,2023-06-04,In Transit
7701,UPS,2023-06-10,In Transit
7394,FedEx,2023-06-06,In Transit
4049,FedEx,2023-06-04,Delivered
2622,UPS,2023-06-10,Delivered
4607,UPS,2023-06-04,In Transit
7603,UPS,2023-06-06,Pending
3322,USPS,2023-06-09,Pending
2348,FedEx,2023-06-07,Delivered
4250,FedEx,2023-06-08,Pending
7806,UPS,2023-06-07,Delivered
1980,DHL,2023-06-10,Delivered
1453,USPS,2023-06-09,Delivered
3903,USPS,2023-06-06,Delivered
6842,USPS,2023-06-09,Pending
3145,FedEx,2023-06-04,In Transit
6828,DHL,2023-06-07,In Transit
5086,USPS,2023-06-04,In Transit
3880,DHL,2023-06-10,Delivered
7470,UPS,2023-06-07,Pending
2165,FedEx,2023-06-04,In Transit
3508,USPS,2023-06-04,In Transit
9065,DHL,2023-06-06,In Transit
4795,UPS,2023-06-05,Pending
1305,USPS,2023-06-05,Pending
8416,DHL,2023-06-06,Delivered
7141,DHL,2023-06-05,Delivered
7156,DHL,2023-06-09,Delivered
5421,FedEx,2023-06-04,Delivered
4801,USPS,2023-06-10,Delivered
5620,FedEx,2023-06-08,Delivered
8406,FedEx,2023-06-08,Pending
6346,UPS,2023-06-05,In Transit
1345,FedEx,2023-06-09,Delivered
3545,DHL,2023-06-05,Delivered
