OrderID,ProductID,UserID,Quantity,OrderDate,UnitPrice
5225,8752,2234,6,2022-08-29,85
8507,2323,6640,3,2023-03-12,84
2737,9813,3815,9,2023-01-03,37
4849,3839,1463,1,2023-02-08,82
8652,3757,3814,10,2022-09-17,60
6054,8730,3599,2,2023-01-24,57
8757,1021,6827,7,2023-04-15,58
9958,5933,2337,8,2023-04-16,80
4484,2210,6521,9,2023-04-10,76
8912,2540,6333,7,2023-01-16,52
9844,5299,8224,2,2022-09-20,84
9905,3957,5801,6,2023-01-04,69
9036,1366,1659,10,2023-05-05,44
8835,8418,3464,4,2022-12-18,58
1917,2831,9628,9,2022-08-13,92
2905,3325,4470,9,2022-11-27,83
5516,1884,2932,6,2022-12-03,58
8337,5637,9114,7,2022-09-25,25
1927,9287,9888,8,2023-02-12,74
2498,8970,3748,5,2023-05-11,96
8238,9752,7931,2,2022-11-10,38
2072,9066,4874,4,2023-05-09,78
4485,7530,5300,3,2022-08-06,76
2802,1084,8010,3,2023-03-15,94
2104,4850,1995,4,2023-04-15,49
8738,5433,5901,1,2023-04-11,70
3758,7889,5106,7,2022-08-22,26
8321,2206,1840,4,2022-08-30,24
3330,2116,1051,4,2023-02-28,10
5802,8612,5053,1,2023-03-28,56
1729,7622,9364,1,2022-11-11,92
1362,4882,6097,5,2023-03-14,52
5506,5588,6433,8,2022-11-10,98
9655,2101,6971,3,2023-05-22,77
3370,9872,7343,8,2022-06-05,37
4279,6530,4377,2,2022-09-28,12
4167,1367,4130,10,2023-03-22,20
2722,4832,1888,5,2022-12-26,88
4381,5441,9457,5,2022-10-23,70
1484,8589,8394,9,2022-07-05,35
4927,2944,4398,2,2023-03-12,37
9831,6911,2940,2,2022-11-28,36
9621,7171,1275,7,2023-04-01,97
9769,8615,6633,1,2022-08-09,20
6349,3668,1798,8,2022-12-20,38
8228,6168,4141,9,2022-08-20,55
2428,6575,8517,3,2023-01-16,47
8461,1750,3318,3,2023-01-11,99
4722,4965,4157,7,2023-02-27,61
9309,9376,2089,7,2022-09-22,93
8242,6745,4332,9,2022-06-09,82
3742,1649,2221,1,2023-01-07,85
7157,2269,4409,6,2022-07-31,48
6160,6632,4237,6,2022-08-01,94
7175,2294,4732,6,2022-10-06,78
4736,7219,4215,8,2023-01-12,14
2333,3890,4056,9,2022-12-29,51
1737,3266,9718,9,2022-08-16,86
5101,5677,8334,6,2023-02-14,63
4904,5032,5773,6,2022-06-18,52
8318,2837,4875,4,2022-06-27,26
4320,8497,9623,3,2022-10-04,63
3604,8949,9886,7,2022-10-17,66
6357,7434,3284,3,2022-11-21,66
8096,7321,1808,5,2022-12-21,65
5465,3642,4976,5,2022-08-06,10
3364,9708,9976,2,2022-11-21,10
4332,5728,2796,6,2022-08-22,19
9084,8916,8191,3,2022-08-16,87
1045,2290,4690,6,2022-09-21,17
3821,2824,6458,2,2022-12-30,71
2487,1413,1386,4,2022-10-05,87
4105,7491,3597,6,2022-12-26,74
8383,4732,9125,5,2022-09-18,42
2901,2248,7890,2,2023-01-05,28
2345,6224,2841,5,2023-02-08,57
1229,3017,3382,9,2023-01-08,13
2357,9313,9067,4,2022-12-02,33
4875,5370,4242,10,2023-05-01,78
4304,1354,9174,6,2022-12-08,50
8541,4314,1388,8,2022-08-20,51
1083,8475,2193,6,2022-09-30,46
4530,2600,4141,6,2022-06-01,11
2965,6686,9218,2,2022-09-06,32
1719,9780,3344,5,2022-07-01,53
7934,7896,4391,8,2022-08-25,32
5768,2547,5233,6,2023-02-17,25
3675,5632,3192,8,2022-10-22,77
1581,3520,9570,9,2022-12-04,57
4028,3739,1379,1,2023-02-15,96
3051,7929,9223,8,2022-09-25,96
7552,3416,4802,8,2022-06-10,44
9481,9204,5003,2,2023-03-12,29
7536,7783,2172,2,2022-07-12,84
4917,3958,4733,1,2022-07-25,52
1620,5693,8832,2,2023-01-15,18
1720,5170,5211,7,2023-04-25,15
2663,3169,1177,2,2022-12-08,86
7825,7537,6660,9,2022-09-10,41
1523,8361,5314,8,2022-12-07,37
7243,5984,4116,3,2022-12-25,72
2416,2086,4683,5,2022-07-28,32
1294,7961,7427,8,2023-05-27,79
7767,9748,7072,1,2022-09-05,53
7438,2293,9616,2,2022-08-09,61
1242,5918,4463,4,2022-10-21,60
6054,4232,1014,5,2022-05-31,22
9827,3762,9599,7,2023-01-20,25
3204,8026,6421,1,2022-07-13,24
4969,2468,6858,1,2023-01-31,57
1265,4599,1287,8,2022-12-19,83
6850,7327,1027,2,2022-11-22,93
7582,3653,1389,2,2022-12-21,46
9049,9945,5426,10,2022-07-08,20
9811,9358,4505,5,2022-12-06,52
9691,1196,1095,4,2023-02-06,81
5487,3234,9746,4,2022-05-29,77
4743,7802,9042,10,2022-06-19,86
1170,6794,8202,7,2022-11-15,12
3391,3961,7866,4,2023-01-03,71
5828,7007,9651,4,2023-03-25,29
7356,1810,7019,7,2022-06-24,31
5960,6846,4566,7,2023-02-13,42
9394,6087,2383,1,2022-07-13,52
1286,5137,2031,4,2022-11-30,24
3268,8293,6583,1,2022-11-23,82
6581,7788,6422,10,2023-04-05,98
7943,8665,4571,10,2022-11-30,42
8482,2768,8790,8,2022-11-28,36
6823,3046,4649,5,2022-12-31,92
8116,2147,3037,5,2023-02-12,13
4491,9189,6410,3,2023-03-27,60
6169,5502,6142,10,2022-10-30,99
7773,5879,8014,3,2023-04-30,85
3697,6360,7107,5,2022-06-17,16
1370,1792,8307,2,2022-06-05,17
6597,4416,5787,9,2023-04-03,57
7505,9255,6763,8,2023-05-15,43
2638,2399,4986,7,2022-09-22,10
9886,5655,7332,4,2022-06-22,65
2529,8201,5630,3,2023-05-20,43
8224,5821,2573,9,2023-03-25,63
3235,6405,7824,10,2022-07-06,30
8105,9334,8651,8,2023-03-25,79
5132,3586,7007,1,2023-04-23,96
8628,7031,4045,6,2023-03-16,12
3903,9053,8018,4,2022-08-06,17
4819,5693,6490,8,2023-02-25,28
2581,3217,9001,10,2023-02-03,95
3719,9258,5151,6,2023-03-29,43
3739,9191,2873,9,2022-09-09,81
9078,1609,9197,2,2022-08-23,46
7180,8431,5896,10,2023-03-20,70
8750,1039,7200,8,2023-02-02,28
7644,3461,2101,2,2022-11-20,50
7288,8827,2420,7,2022-07-14,17
6660,8906,1650,7,2022-08-15,65
9275,7453,4361,6,2023-04-19,80
9899,5375,5127,7,2022-09-03,48
4495,8003,7269,8,2023-01-03,35
3711,6019,4605,4,2022-11-28,66
6562,4629,4866,5,2022-06-20,51
2253,9026,5051,5,2022-07-13,48
8841,4059,4450,3,2023-01-20,99
8541,3917,8282,9,2022-09-06,18
1688,5537,1488,10,2022-10-30,50
3618,5094,9407,2,2022-12-16,56
9422,7801,9020,1,2022-05-31,41
6695,3819,7787,3,2022-07-04,19
8785,3251,7523,3,2022-08-24,54
4603,1050,6848,10,2022-10-19,90
4602,2296,4473,10,2022-11-10,24
1891,6788,3656,3,2023-03-05,71
5056,3893,1333,5,2022-10-21,66
2124,6425,9114,8,2022-08-13,85
9612,3203,9636,3,2022-11-16,61
5070,7158,6361,9,2022-09-05,65
8868,5097,5806,4,2022-09-11,10
1792,8583,7959,5,2022-06-26,88
1789,5444,5516,5,2022-09-24,77
2947,9470,2384,1,2022-06-06,63
2302,7846,3601,6,2022-08-21,60
6321,5760,6727,5,2023-04-13,33
7700,4696,8506,6,2022-08-12,34
1516,6296,6736,2,2022-08-28,62
5511,9748,8688,6,2023-01-27,97
4968,3437,3126,6,2022-08-21,87
4678,7509,3062,2,2022-12-19,91
9775,9759,4297,9,2022-12-11,26
8707,5249,7940,2,2022-08-14,42
6033,4663,2498,5,2023-05-17,80
8916,9622,1190,6,2023-03-08,37
1783,1556,1845,2,2022-09-06,51
2567,6939,4271,2,2022-09-19,68
1755,1259,4133,4,2023-01-15,77
8432,2529,7425,4,2023-03-06,72
3370,8269,7372,1,2022-08-06,61
7067,2039,2066,10,2022-10-10,26
5618,7850,4054,1,2022-07-09,47
5948,8933,4643,2,2022-06-27,43
9561,3498,8378,5,2022-07-25,25
8280,4886,7091,7,2023-03-31,93
8714,3172,2794,5,2022-12-22,37
2505,4032,5396,1,2022-10-11,32
9528,9557,2112,2,2022-11-07,21
4391,7413,8193,4,2022-10-14,71
5915,5955,5346,4,2022-11-22,27
8360,7936,9869,8,2022-12-04,71
1646,1603,2010,7,2022-09-09,78
4371,4961,9279,2,2022-09-21,57
6919,9315,2785,10,2023-04-24,18
7638,6491,6912,7,2022-12-08,32
9123,6217,6752,7,2023-01-19,82
6806,1130,9568,5,2022-11-23,49
1684,6235,9512,7,2022-10-16,41
2657,2352,1889,1,2023-02-10,69
6984,9354,4336,1,2023-03-11,30
8061,2347,1141,1,2022-08-21,90
7762,5099,1778,10,2022-07-15,52
4829,3874,1719,7,2023-03-09,70
7094,2717,7956,2,2023-03-21,99
6268,3263,2219,7,2022-06-23,66
5419,3760,1180,7,2022-11-09,40
1122,6306,2564,9,2022-06-22,78
3573,9208,1904,2,2023-01-08,35
7994,4156,5463,7,2023-03-04,26
9440,8335,9296,5,2023-02-05,97
8717,4046,7237,10,2023-02-13,86
6843,6769,8121,6,2022-07-23,90
3253,2693,8849,8,2023-04-08,98
5248,9160,9334,2,2022-11-17,14
2819,4921,8570,6,2022-10-24,62
7110,4471,1427,10,2022-08-26,66
2393,9863,4333,1,2023-01-17,33
6236,1803,1426,10,2023-04-25,26
1957,6045,1698,8,2023-02-05,68
2133,4417,7174,8,2022-09-04,73
9833,1313,3403,3,2023-04-16,70
1216,5442,4806,5,2022-08-07,39
5756,5111,9453,10,2022-10-21,95
3266,7080,3912,2,2023-01-14,15
4711,7198,2770,5,2022-07-16,39
4219,7637,3116,3,2022-09-13,74
8539,9687,4023,5,2023-04-20,56
8816,9298,2090,1,2022-11-02,30
2227,2102,1274,2,2022-10-22,26
9710,2053,8207,8,2022-10-12,97
1489,6593,4285,8,2022-06-30,67
5007,1387,6473,5,2023-03-05,31
1517,4149,8612,1,2022-09-25,82
4247,1128,6142,4,2023-01-16,68
5119,5414,2259,9,2023-03-14,31
8846,2492,6386,8,2022-11-02,61
4006,3579,4381,9,2023-01-17,35
9680,9302,6394,10,2023-04-19,24
7621,6585,9169,10,2022-09-28,58
6373,2818,9147,5,2023-03-29,93
9727,5907,1203,8,2023-02-02,31
7613,8288,4785,2,2022-07-02,42
6245,6562,1802,4,2022-07-08,16
3560,3858,4807,8,2023-05-13,77
8129,4142,9289,9,2023-05-06,67
8344,3642,4060,1,2023-05-05,79
1810,5157,8868,2,2023-05-08,20
2065,2927,7404,8,2022-06-24,80
7478,8228,6180,3,2023-05-27,35
5021,6449,1302,10,2023-03-22,26
6362,9560,6390,6,2023-03-07,25
1790,1014,2669,5,2022-06-08,76
4276,1838,1730,1,2023-03-06,51
8060,9631,6608,6,2022-09-21,54
7203,4413,7396,4,2023-01-12,17
7982,9484,2711,2,2022-10-10,51
8039,6366,8854,9,2022-08-24,75
3993,8219,9698,5,2023-05-07,78
4226,9123,1414,2,2023-03-02,85
3458,2679,6633,6,2022-09-25,23
1967,4999,9120,2,2023-05-02,29
7620,7372,7382,8,2022-07-24,70
8400,2496,9913,10,2022-12-11,40
6252,8484,8890,10,2022-07-20,29
5785,2978,5113,9,2022-12-22,28
4257,2786,1656,8,2023-01-06,34
6592,1741,8519,6,2022-12-02,57
5986,9691,2547,3,2023-01-06,89
3058,1473,6533,5,2023-01-29,49
9070,3986,3268,8,2023-03-16,16
1014,7715,6720,2,2023-03-21,78
2014,1914,3073,1,2022-09-12,38
2860,8652,1823,5,2023-05-28,22
2508,4764,4443,10,2022-09-28,87
4845,3845,2414,9,2022-12-20,74
8887,3343,3224,3,2023-04-17,53
5659,7124,7026,9,2023-04-16,25
7354,1939,1680,3,2022-08-08,57
9495,1465,4560,2,2022-09-21,11
8172,5216,6245,3,2022-12-12,58
8990,5635,6393,4,2022-10-26,13
2672,3886,4832,3,2022-12-22,81
4311,8392,5332,7,2022-10-05,45
5127,4973,7379,4,2023-05-01,14
6037,4065,4132,7,2023-04-09,15
5038,9017,3169,7,2022-11-07,43
2480,5275,2864,3,2022-08-15,63
7860,7703,1190,6,2022-07-09,70
3756,5568,9502,1,2022-08-10,47
5954,5147,6187,4,2023-02-15,41
6746,2814,2294,5,2022-12-24,13
5688,3919,1500,9,2023-04-07,96
4747,2335,1881,9,2023-05-14,84
7874,5538,2710,8,2022-07-07,84
8300,6606,6243,6,2023-02-01,36
3664,9774,3344,4,2023-03-09,29
8860,4000,5996,6,2022-09-25,89
4012,3294,3012,4,2022-08-18,83
4154,1508,3052,7,2023-05-20,55
2377,5543,9028,3,2022-12-02,72
7506,7484,9149,2,2023-04-01,62
8365,8999,4866,5,2022-06-20,28
5000,9705,8157,2,2022-11-15,66
6338,7633,9091,10,2022-08-20,30
1756,9061,3882,4,2023-04-11,17
7130,5392,4383,3,2023-01-04,37
4724,2340,5424,7,2022-11-25,57
4085,7569,6875,4,2022-12-19,80
6484,8955,9383,3,2022-10-13,33
5496,2666,2626,2,2023-02-23,89
8539,1717,3691,2,2023-03-21,12
4843,5574,2979,10,2023-01-16,90
8359,3777,9675,8,2022-11-17,93
9275,9819,9626,1,2023-01-10,92
4201,7453,5456,2,2022-10-19,85
9206,1993,6951,8,2023-01-14,33
9031,3230,7572,7,2022-08-27,95
3169,8328,8480,2,2022-10-16,12
5317,1226,9286,8,2022-08-25,54
4234,7459,3748,6,2022-07-03,11
5811,3006,2061,2,2022-08-23,58
1486,3450,1014,7,2023-04-14,49
3424,4720,2727,4,2023-04-07,37
1611,6716,4240,5,2022-08-01,37
7697,3947,1014,5,2022-06-08,53
4382,3615,7636,4,2022-06-04,29
9454,6403,5680,8,2023-05-20,24
4070,2604,2708,4,2022-06-07,73
8759,5220,3225,4,2023-04-18,66
8473,1188,6245,8,2022-07-08,13
8100,4154,6810,9,2022-09-04,21
9042,3198,8576,4,2022-06-14,74
1108,6677,3550,8,2023-01-06,65
2456,6659,6462,10,2022-12-19,85
3109,5087,4039,9,2022-12-01,17
3128,8875,7253,5,2022-09-06,96
7739,1538,6894,1,2023-04-17,14
6517,3962,8407,2,2022-08-24,58
6052,1874,1561,10,2023-03-21,22
2007,9055,2046,7,2022-11-05,93
7506,5813,4454,2,2023-04-18,66
1502,9259,4476,6,2022-10-10,51
1410,3590,4455,7,2022-07-18,21
1366,7941,9750,3,2023-01-20,98
2175,7699,4985,4,2023-02-27,51
5195,9474,8227,2,2023-01-11,45
7610,9330,4983,6,2022-11-10,77
8272,1155,3713,2,2023-03-01,92
5493,5142,5259,9,2023-01-04,88
9587,7266,5188,2,2022-07-10,100
3999,5266,4603,2,2023-04-02,99
5207,1632,3979,7,2023-05-09,95
5138,7099,8571,1,2023-04-14,29
3932,8612,4857,9,2022-09-07,81
8908,3969,8071,10,2022-07-02,61
7048,6778,1259,2,2022-07-12,16
7343,4260,3896,8,2023-04-04,13
5069,5855,3330,4,2022-12-07,87
3264,8849,8144,4,2023-01-08,12
8480,5759,2849,3,2022-10-07,60
5761,9131,6828,3,2022-09-30,17
2845,7894,7485,3,2023-05-22,80
9884,7642,6105,10,2022-06-14,14
8492,9789,5495,7,2022-06-23,55
5604,7791,2092,1,2023-01-10,55
8177,7434,7148,4,2022-06-14,44
7672,9097,4512,7,2022-12-05,93
5348,3995,3380,10,2022-08-04,42
4353,3953,9667,5,2023-01-13,28
3421,2628,2412,8,2022-07-25,37
6920,3952,4897,7,2023-04-08,44
5821,7193,7877,7,2022-11-19,43
5606,9810,3248,6,2022-10-31,45
5041,1498,2409,6,2022-07-27,18
9611,5200,4016,4,2023-04-02,25
7125,3638,3587,2,2022-08-20,35
1739,9452,1849,9,2023-05-13,70
6056,3482,8046,9,2023-01-04,79
4375,4917,5714,5,2023-04-05,77
4695,9132,8041,4,2022-11-05,33
8535,1973,6737,4,2022-11-14,51
2837,2268,2211,9,2022-11-15,65
5110,1391,2723,1,2023-03-31,55
7979,9022,5538,3,2022-11-04,91
8117,5726,4606,4,2022-12-24,74
3902,2142,3897,8,2022-10-06,92
3145,8161,8685,3,2023-02-02,46
2053,2451,9633,9,2023-01-07,72
8390,9337,1770,2,2022-06-22,41
7587,6678,4582,6,2022-06-09,63
5622,3104,2232,4,2023-01-15,96
8777,8983,9322,7,2022-11-01,45
6322,8616,5414,9,2023-05-02,64
2002,2756,1236,5,2022-11-25,86
4099,5892,4721,5,2023-01-27,31
4413,5344,9531,4,2022-10-02,33
8587,5861,7389,4,2022-08-16,59
5144,6388,9024,10,2022-09-16,34
8131,5656,4665,2,2022-07-10,29
2115,3647,5503,1,2022-07-03,76
7716,2520,3573,1,2022-10-08,55
1493,2877,8391,3,2023-03-19,80
1919,6353,5811,9,2023-02-21,30
7686,3363,5541,7,2023-02-17,19
7463,4017,7928,5,2022-08-25,21
3780,6569,3493,8,2022-07-30,36
4272,6635,3974,10,2023-04-19,63
5579,4280,8811,8,2022-08-05,36
8148,4809,9209,3,2022-06-24,32
6274,2643,7801,9,2022-07-31,77
7831,6512,3993,8,2022-10-03,74
7240,3279,6237,2,2023-04-07,97
9885,8189,6806,1,2023-03-08,32
2420,8342,4877,3,2022-12-15,31
9081,1330,4836,7,2023-05-18,45
7355,4781,2930,4,2022-11-24,12
8637,5771,3304,2,2022-10-04,70
1115,5809,8170,2,2023-02-26,95
3562,5599,8706,6,2022-10-19,60
3859,5731,2911,1,2023-04-24,96
8074,7257,5748,6,2023-02-09,53
6121,8384,9342,4,2022-06-07,89
2535,2540,2638,9,2022-06-30,60
4498,8803,9399,7,2022-10-01,10
3677,1588,2547,3,2022-10-11,86
3233,6431,8643,8,2022-12-29,47
4140,5923,8127,2,2022-05-30,52
3933,9376,6232,1,2022-06-14,36
8020,8348,6020,4,2022-08-11,64
3248,2060,2292,7,2022-07-04,75
3525,3241,1485,6,2023-03-31,92
1886,4450,8289,9,2022-12-20,50
5552,3237,7459,8,2022-09-08,64
9663,6259,4962,9,2023-01-16,44
6003,2014,9881,10,2023-03-26,88
2702,2561,7906,10,2023-02-02,53
1942,2042,3732,4,2023-02-11,51
7057,4971,8401,5,2023-03-31,100
1568,7247,8347,5,2022-12-07,91
9565,5004,6246,8,2023-05-21,48
3070,4184,4496,9,2022-09-17,23
4206,6083,3721,7,2022-09-16,97
3264,2671,3318,9,2023-02-10,14
3084,3364,5327,5,2023-02-19,63
5668,1201,5492,2,2023-03-25,32
5562,7948,6854,3,2022-09-05,96
4874,6703,1836,7,2022-06-19,15
2099,6543,8155,2,2022-06-15,38
8489,8305,2077,5,2022-06-26,18
2047,2339,2608,9,2022-11-25,99
7915,3262,2735,4,2023-04-09,83
2544,8545,4650,4,2023-02-21,42
9175,6289,8829,3,2022-11-30,54
1243,6985,5982,5,2023-05-27,10
7389,7186,8993,4,2022-12-26,68
4554,8899,8885,5,2023-04-19,46
9624,1838,1016,2,2022-07-02,55
6474,7629,2863,6,2023-04-01,47
9028,8192,7171,6,2022-07-17,71
6633,2143,4913,10,2023-04-18,31
6263,9799,8778,8,2022-08-25,19
6422,2704,6870,4,2023-03-06,78
7935,6093,3950,6,2023-02-15,40
2232,2594,9830,8,2022-09-03,66
8895,1214,9206,2,2022-11-29,85
4904,2758,8417,2,2022-10-12,29
9342,2685,8938,6,2022-09-22,29
4718,3336,7535,7,2022-11-13,62
8949,6021,7481,9,2023-05-11,59
4383,7081,5661,6,2023-04-10,23
6555,5673,3156,9,2022-06-15,87
8953,8659,7189,8,2022-07-23,15
5443,7001,4290,4,2022-12-28,77
7936,5367,6251,2,2022-06-30,50
8683,8696,2534,4,2023-01-30,40
4303,4622,4685,3,2023-02-02,25
8848,6283,6230,3,2022-08-16,61
7612,7530,9754,10,2022-08-05,58
6800,9658,3740,7,2023-02-16,73
4269,9465,4102,8,2022-07-11,61
3136,5709,8211,4,2022-12-18,43
1434,5448,8429,6,2022-11-02,11
5945,4411,7659,3,2022-12-11,39
7258,7641,5210,2,2023-01-12,36
3182,1664,8082,2,2023-03-26,31
1460,2644,6019,4,2022-09-28,48
1489,6878,6507,6,2022-12-23,66
4354,3349,4166,9,2022-08-19,92
4340,8977,7098,6,2023-03-10,49
9348,2981,4147,2,2023-02-14,21
4457,9649,3925,8,2022-08-19,79
2545,5116,5450,1,2023-03-24,73
8267,7256,8339,2,2022-05-31,93
9266,4498,4573,2,2022-08-08,33
5217,1142,2772,10,2022-08-09,35
5674,3763,9661,5,2023-05-18,37
2003,6341,2412,6,2023-02-07,86
2427,9124,6227,6,2022-10-25,20
7321,3209,6805,10,2022-11-01,97
9191,1531,3600,9,2023-03-13,35
3134,2627,4448,1,2022-06-08,53
9266,8844,3834,9,2023-04-04,86
7684,9189,9914,3,2023-01-28,96
7328,8344,8960,4,2023-03-12,76
8584,5077,4037,5,2022-08-02,87
8001,5714,8009,2,2023-01-21,86
1133,9655,7110,2,2022-06-16,12
9960,6609,2237,9,2022-09-03,47
4957,3660,1208,6,2023-01-18,56
3554,4952,3785,2,2022-08-05,22
1486,9692,1453,7,2022-12-30,45
6707,5990,7192,1,2022-10-07,39
4656,2175,2989,2,2022-08-15,27
5817,1250,9347,10,2022-06-27,19
7811,8606,4380,7,2023-01-07,50
8356,3142,5598,3,2022-08-04,31
1820,2402,8568,10,2022-08-28,93
4806,5106,2676,3,2022-10-20,55
8932,1221,2111,3,2022-12-11,84
3094,8914,7496,8,2022-09-23,49
7787,2765,4878,5,2022-09-06,78
3364,7170,7959,1,2022-09-06,14
5177,3625,1793,5,2023-04-18,18
9668,4945,4322,9,2023-04-05,30
9267,3245,4165,8,2023-02-27,17
5389,5839,5755,6,2022-07-31,45
3425,5700,3559,3,2022-05-31,99
6618,3296,3236,7,2022-09-10,42
2491,2220,5935,2,2022-12-01,46
3525,9942,7891,10,2022-10-28,18
5830,7185,7826,10,2023-04-01,18
6123,3235,6565,7,2022-10-02,53
3137,5319,1920,7,2022-06-15,16
6116,7699,9733,1,2022-09-15,40
4040,9917,7871,3,2022-08-04,21
1798,2526,9112,3,2022-08-24,85
3318,2210,4646,10,2023-04-16,73
2184,2962,2830,9,2022-12-06,33
2473,3411,8318,5,2022-11-11,13
4749,3113,3902,10,2022-11-14,49
3603,4997,5641,10,2022-08-18,86
2182,2226,2784,2,2022-07-22,29
6034,3894,7168,9,2022-07-17,62
2997,8531,5628,3,2022-11-11,30
4203,2656,3172,8,2023-04-18,85
3466,5598,1651,5,2022-12-01,12
7663,8641,2093,6,2022-10-30,23
6199,8956,8682,9,2022-07-19,23
1129,2137,5169,7,2023-02-12,12
8877,2565,3998,6,2022-12-24,68
6340,1920,3306,9,2022-11-30,87
6703,2306,9296,8,2022-12-25,33
1702,2549,7474,8,2022-07-22,80
3380,4802,3855,1,2022-11-19,32
9396,1923,3606,3,2023-03-16,15
9316,5278,1382,9,2022-08-10,32
3060,1535,2865,3,2023-01-29,77
3090,1890,8188,4,2023-02-22,17
8891,4181,8035,10,2022-12-20,67
1194,6046,8647,2,2023-03-13,68
7157,4838,6102,6,2023-01-21,30
3735,7703,5098,9,2023-01-20,78
9157,9797,1091,8,2022-07-25,66
2172,6340,3476,2,2022-08-04,97
1951,6155,6356,7,2022-06-09,98
7996,4262,5662,4,2022-08-05,98
1372,2179,2661,4,2022-12-04,61
9951,6161,7416,9,2022-09-13,50
1880,2508,3178,9,2022-12-12,48
7232,1669,4918,8,2023-01-31,86
8203,2056,1487,10,2022-06-16,49
5309,1898,8894,9,2023-04-19,28
6890,5775,5260,1,2022-10-10,100
5356,3048,4102,2,2022-06-20,71
7431,8935,2768,9,2022-10-06,31
1276,2185,6995,8,2022-12-24,28
8013,8178,4234,4,2022-10-03,80
5289,2360,2787,8,2023-05-09,40
1516,3031,5581,7,2023-01-24,15
6230,3746,5645,7,2023-02-04,48
8346,1585,4018,2,2022-12-09,41
6220,1078,6776,10,2022-07-05,64
5187,2160,4679,5,2022-11-14,84
3292,4776,4771,4,2022-12-08,13
1683,3807,2384,9,2022-12-01,34
5753,6253,1742,3,2022-09-06,32
3297,7997,1760,4,2022-07-24,65
8011,3096,7763,2,2023-03-20,60
1543,3533,5173,2,2023-05-05,76
6989,1701,6202,9,2022-07-08,29
9050,7998,1040,8,2023-01-12,60
3148,5068,2370,2,2023-02-23,17
1218,5497,5346,1,2022-10-18,29
4136,7430,9434,7,2022-11-01,71
5469,5550,4558,1,2022-08-27,46
8443,5483,3879,6,2022-09-01,70
3851,1345,5700,3,2023-03-03,68
3207,7983,9284,10,2022-06-14,85
1143,1922,3726,4,2023-05-10,54
3107,3644,4648,2,2022-11-17,46
6492,4569,1660,4,2022-06-16,86
4346,8574,8643,10,2022-10-06,51
5956,2496,3644,3,2022-11-29,76
1154,8286,7124,7,2022-10-15,80
4598,1366,8111,1,2022-06-18,28
4268,6990,8162,7,2022-11-27,85
9145,3504,4781,3,2023-02-12,74
9804,7372,8190,9,2023-04-21,75
2789,3241,5237,9,2022-07-08,44
7206,8477,7630,1,2022-08-12,15
9355,5201,3623,6,2022-07-07,90
1253,2108,7331,2,2022-12-16,40
4962,4139,3429,7,2022-09-10,60
4396,9266,6196,1,2022-12-21,49
1722,5042,5902,6,2022-10-14,14
9292,2269,8796,10,2022-12-09,65
2932,5405,7057,2,2022-12-09,53
8623,9930,8442,9,2022-07-14,99
6830,2815,4271,7,2022-06-19,13
8456,1635,1070,8,2023-03-11,69
4777,2249,4135,1,2023-03-26,55
4933,9631,4594,9,2023-04-15,61
1539,8136,3731,5,2022-08-23,53
9958,3256,7216,3,2022-06-17,29
7626,6915,1064,6,2022-07-15,61
4165,4040,9241,9,2022-10-23,73
8768,2515,7625,8,2022-10-31,55
4647,7821,1601,8,2023-01-16,85
3590,4527,4431,10,2022-07-29,83
1586,6624,5192,3,2022-05-31,97
9819,6485,4581,10,2023-01-31,59
3860,6314,9266,10,2023-01-25,51
9781,8206,6582,8,2023-03-03,36
5341,8029,8300,4,2022-09-10,95
9359,4961,8666,9,2022-09-15,43
1759,7418,2187,5,2022-06-12,29
8492,5600,4030,7,2023-04-09,56
1355,9398,5137,3,2022-10-13,24
4641,1997,2922,8,2022-10-18,55
3956,2377,5140,4,2023-04-01,79
8203,9377,3612,4,2022-10-23,19
3185,4988,4541,10,2023-02-02,84
4504,1345,4527,2,2022-09-01,40
2131,9322,4876,9,2022-10-12,33
7605,2833,3382,8,2023-03-14,94
7930,7425,7897,2,2023-04-20,48
2110,8636,4228,7,2022-11-24,62
7299,9756,7225,4,2023-04-18,34
4438,1362,8267,7,2022-07-07,17
1556,3211,4638,8,2022-06-13,40
6948,4732,2104,10,2023-05-06,66
8583,5557,5775,3,2023-03-19,27
5340,6363,9227,6,2023-02-14,32
5724,1656,9583,4,2022-10-10,21
8686,1562,1534,9,2022-12-19,17
5016,1391,8211,8,2023-01-18,50
1183,1047,9438,10,2023-04-25,85
5968,2867,8402,6,2022-11-04,11
5652,2236,7193,7,2022-06-12,58
6771,4459,6867,1,2022-06-25,55
3851,1726,2527,8,2023-05-20,45
9194,2563,7388,10,2022-08-28,64
8743,3875,1275,7,2022-06-03,100
4329,6412,2256,9,2022-09-30,100
9438,1623,7373,2,2023-02-06,75
6838,5628,5738,2,2023-04-04,35
1585,8505,8534,10,2022-09-14,71
8657,7172,2991,3,2022-11-26,93
9708,6813,6982,2,2022-08-17,82
3016,9233,3047,4,2023-01-26,21
1669,7778,8082,5,2022-08-15,78
3585,5104,6121,7,2022-06-27,46
3725,2867,3745,7,2022-12-04,76
1929,7422,9994,10,2022-08-29,21
3722,2451,9183,7,2023-04-14,90
8069,9330,7850,10,2023-02-17,83
3542,9484,3261,3,2022-09-29,86
3258,8795,9024,3,2023-05-08,77
1273,1543,3411,5,2023-02-21,78
4550,7784,6767,1,2022-10-24,100
5307,3714,1997,10,2022-12-01,40
